Date,Open,High,Low,Last,Close,Quantity,Turnover
2/24/2015,2694,2730,2679,2699.35,2704.75,1099961,29801.86
2/23/2015,2671,2722,2671,2700,2696.65,807446,21816.6
2/20/2015,2698.8,2698.8,2642.25,2664.65,2675.55,900794,24074.23
2/19/2015,2636,2687.3,2635,2674.55,2681.05,1309001,34825.64
2/18/2015,2585.05,2643,2565.25,2640,2635.65,1330007,34647.16
2/16/2015,2560,2595,2555,2581.7,2584.8,1182196,30464.92
2/13/2015,2470,2547.75,2460.25,2540,2538.75,2079163,52155.63
2/12/2015,2479.8,2479.8,2447,2469,2462.15,1553990,38267.87
2/11/2015,2455.05,2487.25,2447.25,2460,2459.9,1468761,36262.83
2/10/2015,2510,2526.25,2433,2445.5,2441.15,1899527,46992.01
2/9/2015,2561.5,2569.1,2500,2512,2512.9,1038216,26285.85
2/6/2015,2553,2594.8,2550.85,2576.1,2575.75,1068208,27542.65
2/5/2015,2520,2591.7,2519,2553,2552.4,2265084,57943.86
2/4/2015,2568,2571.7,2502.1,2514.95,2514.3,1122709,28326.87
2/3/2015,2511.65,2565,2507.1,2552.25,2558.25,1172527,29737.93
2/2/2015,2482,2521.45,2462.05,2516,2514.2,1590901,39782.11
1/30/2015,2560.7,2575,2470,2484,2482.05,2908701,72570.25
1/29/2015,2538,2568.7,2512.9,2560.7,2544.65,1867196,47275.2
1/28/2015,2503,2544.9,2502.9,2533.4,2539.6,1560990,39482.4
1/27/2015,2512.35,2515,2489.55,2504.2,2502.05,1369368,34265.1
1/23/2015,2514,2532.05,2496.1,2504.1,2503.6,1575190,39495.3
1/22/2015,2516.5,2521.25,2495.5,2511,2513.55,1056607,26513.55
1/21/2015,2522,2522,2488.25,2518,2513.8,1155240,28970.55
1/20/2015,2520,2530,2483.25,2498,2500.45,1029283,25721.21
1/19/2015,2536,2551,2503,2509,2511,567537,14279.54
1/16/2015,2543.7,2545,2484.3,2526,2532.15,2646915,66474.44
1/15/2015,2533,2581.75,2523.25,2542.05,2539.1,2504960,63900.76
1/14/2015,2516,2531.8,2500.5,2525.05,2521.95,893548,22495.46
1/13/2015,2520,2530.4,2480.1,2498,2497.9,734216,18424.4
1/12/2015,2517,2528,2480.25,2527.95,2509.7,798003,19932.66
1/9/2015,2455,2519.9,2450,2510,2512.3,1598821,39810.82
1/8/2015,2442.4,2449,2420.55,2446,2443.8,782704,19057.39
1/7/2015,2470,2479.15,2407.45,2426.9,2417.7,1318166,32083.62
1/6/2015,2529.1,2529.1,2440,2450.05,2446.6,1211892,29896.15
1/5/2015,2581,2599.9,2524.65,2538.1,2540.25,877121,22488.86
1/2/2015,2551,2590.95,2550.6,2588.4,2579.45,462870,11887.4
1/1/2015,2567,2567,2541,2550,2545.55,183415,4674.34
12/31/2014,2532.7,2566.4,2525,2564,2558.25,786896,20026.76
12/30/2014,2525,2542.45,2516,2530,2530.05,350671,8872.56
12/29/2014,2508,2536.95,2507,2521.4,2522.9,389460,9823.96
12/26/2014,2486,2510,2465,2509.35,2505,313103,7791.43
12/24/2014,2515,2520.85,2465.65,2485,2479.9,1644486,40870.36
12/23/2014,2500,2536.65,2494.6,2517,2516.7,633238,15921.11
12/22/2014,2526,2529,2474.4,2513.65,2513.4,821977,20513.78
12/19/2014,2471.3,2523.75,2468,2521.95,2510.55,951565,23821.41
12/18/2014,2455.1,2468.5,2434.8,2454,2460.7,740722,18174.17
12/17/2014,2453.4,2470,2405.25,2449,2444.1,1143538,27964.19
12/16/2014,2350,2459.25,2345,2449,2443.05,1669570,40517.31
12/15/2014,2384.9,2385,2352.25,2365,2358.65,1743894,41341.48
12/12/2014,2500,2520,2422.65,2455,2450.7,1190393,29275.64
12/11/2014,2500.6,2522.9,2487,2496.65,2492.15,969411,24290.18
12/10/2014,2515,2531.9,2496.2,2506.7,2507.9,1043985,26229.6
12/9/2014,2516,2559,2509.1,2511.65,2514.85,1243970,31507.9
12/8/2014,2595,2595,2501.65,2515.7,2512.8,1616287,40762.99
12/5/2014,2640.9,2649.8,2572.15,2575,2578.95,1179838,30553.32
12/4/2014,2664,2667,2629.9,2642,2637.95,642654,16987.8
12/3/2014,2671.9,2673.4,2618.5,2635.15,2635.35,1547335,40777.29
12/2/2014,2693,2710.95,2649.35,2651.4,2657.3,718286,19264.97
12/1/2014,2650.5,2700,2645.25,2691.9,2692.95,948177,25456.2
11/28/2014,2658.35,2691.9,2635.35,2642.6,2643,994884,26396.99
11/27/2014,2627.3,2668,2625.3,2658,2653.3,866209,22885.72
11/26/2014,2630.05,2656.35,2615,2625.15,2627.3,792400,20838.65
11/25/2014,2660,2679.4,2616,2647.2,2636,1185842,31284.82
11/24/2014,2622,2665,2622,2662,2657.7,971383,25704.43
11/21/2014,2608,2640,2586.65,2615.05,2622.15,1000797,26167.12
11/20/2014,2588,2610.25,2560.55,2608.5,2605.45,897693,23245.23
11/19/2014,2598,2598,2557.45,2577.8,2573.75,932873,23983.06
11/18/2014,2620,2626.65,2579.75,2585.7,2585.85,733513,19056.57
11/17/2014,2595.1,2625,2592.25,2615,2618.3,785276,20492.85
11/14/2014,2585.2,2611.15,2575,2598.95,2606.45,728587,18896.44
11/13/2014,2595,2604.9,2565.15,2590,2588.45,822770,21276.31
11/12/2014,2580,2611,2575,2595,2591.75,660291,17160.66
11/11/2014,2578,2594,2555.4,2574.4,2580.7,624970,16101.78
11/10/2014,2575.1,2582,2551,2575,2569.65,770982,19759.65
11/7/2014,2604.8,2615.7,2557,2570,2572.85,1063370,27387.68
11/5/2014,2638,2638,2590,2605,2599.5,1155321,30049.48
11/3/2014,2649,2649,2580.5,2596,2590.35,1270816,33096.58
10/31/2014,2561,2620,2561,2614.55,2607.85,1585035,41101.93
10/30/2014,2521.8,2574.9,2509,2563,2558.2,2055646,52426.3
10/29/2014,2475,2514,2473,2504,2506.05,1212508,30238.08
10/28/2014,2484.9,2484.9,2453.45,2479.2,2478.6,1144979,28301.84
10/27/2014,2519,2519.7,2444.95,2458.15,2457.15,1398604,34507.27
10/23/2014,2465,2468,2455,2464,2465.35,156299,3850.57
10/22/2014,2485,2489,2445.1,2452.6,2451.85,1033832,25385.85
10/21/2014,2425.85,2443.75,2415,2435,2433.4,975366,23689.96
10/20/2014,2490,2493.6,2417.95,2425.5,2423.3,1699621,41490.24
10/17/2014,2475,2511.35,2430,2433,2441.15,4946406,122181.59
10/16/2014,2730,2758.6,2664.25,2680.45,2678.1,1924007,52267.18
10/14/2014,2730,2735.7,2678.8,2702.25,2699.2,1184703,31961.16
10/13/2014,2680,2724.8,2670,2718.2,2716.55,1104766,29922.2
10/10/2014,2706,2727.45,2668.5,2679,2678.5,1172181,31586.01
10/9/2014,2708,2723.3,2686.5,2710.1,2706.05,842588,22802.93
10/8/2014,2738,2739.95,2649.25,2688,2683.2,981221,26302.54
10/7/2014,2739.6,2839.7,2725.6,2730.9,2731.35,1728837,47951.5
10/1/2014,2752,2802,2737,2775,2775.6,1071011,29766.72
9/30/2014,2772.95,2776.65,2708.15,2736.95,2736.6,1394477,38195.87
9/29/2014,2695.4,2775.45,2675.3,2774,2767.95,1044767,28736.09
9/26/2014,2710,2724.9,2670.1,2685,2684,806356,21700.25
9/25/2014,2660.95,2725,2660,2715,2708.6,1236579,33398.34
9/24/2014,2693,2706.95,2632.75,2651.25,2643,1221066,32444.59
9/23/2014,2724,2782.45,2683.3,2694,2688.2,1027995,27979.79
9/22/2014,2714,2734,2676.25,2728,2721.8,499792,13503.59
9/19/2014,2643,2740,2642,2700,2714.2,1793932,48611.71
9/18/2014,2591.7,2651.8,2581,2631,2642.3,741539,19483.09
9/17/2014,2561,2604.75,2561,2591,2591.2,828850,21438.84
9/16/2014,2566,2575,2544,2557.05,2550.85,767804,19630.23
9/15/2014,2614,2618.6,2554,2559.95,2558.3,575772,14799.69
9/12/2014,2610,2624.35,2593.2,2609.85,2607.6,598105,15605.04
9/11/2014,2610,2624.4,2591.5,2599,2598.35,537811,14003.32
9/10/2014,2638,2642.75,2591.2,2609.1,2600.15,629384,16479.23
9/9/2014,2652,2667,2625.1,2631,2631.25,709049,18716.3
9/8/2014,2612,2650,2599.05,2640,2642.7,848671,22315.3
9/5/2014,2599.9,2621.8,2583.05,2595.5,2598.6,733530,19073.75
9/4/2014,2622,2627.45,2577.45,2577.65,2584.75,850799,22075.74
9/3/2014,2539,2616,2539,2602.9,2606.4,1530845,39775.9
9/2/2014,2545.8,2554.8,2514.1,2542,2537.9,703970,17891.05
9/1/2014,2525.4,2560,2523.05,2538.75,2537.15,405074,10306.48
8/28/2014,2547,2549.3,2513,2516.7,2522.35,883144,22331.22
8/27/2014,2534,2567.4,2514.05,2547.9,2549.95,717730,18320.13
8/26/2014,2529,2550,2500,2528.45,2533.8,907745,23008.52
8/25/2014,2470,2528.5,2466.9,2521.7,2522.05,1571756,39474.96
8/22/2014,2444,2468.2,2435.8,2462,2464.2,1548119,38009.86
8/21/2014,2447,2460,2430,2432.5,2432.45,1132725,27640.09
8/20/2014,2444.5,2455.05,2430.05,2438.85,2436.2,1028379,25088.95
8/19/2014,2500,2504.9,2435,2438,2438.5,1617078,39558.44
8/18/2014,2491.05,2505,2470,2481,2487.6,686630,17067.32
8/14/2014,2514,2532,2490.05,2496,2499.75,789028,19805.87
8/13/2014,2470,2530,2470,2500,2500.05,1384189,34619.57
8/12/2014,2489.9,2489.9,2440.2,2469.65,2471.75,492276,12108.57
8/11/2014,2490.9,2495.55,2455,2464.3,2468.4,645448,15976.44
8/8/2014,2465,2507.7,2465,2479,2478.7,732395,18199.29
8/7/2014,2490,2495,2459.05,2468.9,2469.8,836328,20680.08
8/6/2014,2516.15,2534.85,2490.25,2512.55,2506.65,918781,23068.77
8/5/2014,2544.9,2545,2490.1,2524,2523.7,702328,17700.23
8/4/2014,2532,2541.9,2488,2527.5,2526.05,914318,23022.34
8/1/2014,2575,2587.95,2510,2516,2516.4,1190941,30328.61
7/31/2014,2575.1,2598,2569.25,2582,2580.05,1203605,31048.13
7/30/2014,2584.8,2610,2572.6,2585,2595.05,949626,24614.87
7/28/2014,2577.15,2599.65,2555,2584.4,2589.3,657461,16959.94
7/25/2014,2594,2614.35,2567,2610,2605.75,903457,23379.85
7/24/2014,2594.9,2602,2567,2591,2595.2,740709,19140.67
7/23/2014,2540,2596.3,2532.3,2580,2586.15,1032929,26588.67
7/22/2014,2465,2540,2461.9,2530.15,2532.4,1199508,29940.76
7/21/2014,2468,2469.85,2443.05,2462,2463.75,490536,12049.63
7/18/2014,2452,2485,2435,2445,2441.2,1753744,43163.28
7/17/2014,2410,2429.8,2375,2379.95,2381.95,895110,21441.88
7/16/2014,2409.65,2424,2386.85,2404,2401.85,703620,16909.14
7/15/2014,2426.2,2430,2393.75,2400.95,2399.3,694828,16704.74
7/14/2014,2418.8,2439,2385.25,2428,2426.25,793962,19198.34
7/11/2014,2371,2410,2361.1,2410,2394.45,664723,15895.71
7/10/2014,2399.55,2419.6,2335,2345.9,2351.8,995281,23640.14
7/9/2014,2470,2472.65,2381.6,2400,2398.15,777121,18812.34
7/8/2014,2484.95,2486.15,2433.25,2444.5,2449.45,1250294,30735.34
7/7/2014,2420.05,2498,2410.4,2490,2488.55,1102451,27267.08
7/4/2014,2412.4,2425.5,2401,2416.1,2410.5,268068,6467.76
7/3/2014,2399,2445,2392,2410,2417.9,763381,18482.64
7/2/2014,2400,2411.75,2383.5,2401.1,2401.6,453870,10882.76
7/1/2014,2418.9,2419,2382.3,2391.3,2390.75,546395,13093.83
6/30/2014,2400.55,2435,2376.6,2413.95,2425.4,1073235,25907.6
6/27/2014,2317,2406.9,2315,2400.1,2399.55,1529418,36460.94
6/26/2014,2296,2344.15,2291.15,2304,2307.65,1018091,23544.07
6/25/2014,2310,2320,2293,2299.9,2310.55,514211,11879.49
6/24/2014,2269,2319.5,2255,2314.9,2309.05,739550,16938.05
6/23/2014,2293,2299.9,2254.05,2260.1,2268.85,631367,14334.11
6/20/2014,2284.9,2299,2262,2286.2,2292.4,577837,13204.4
6/19/2014,2230,2289,2210.1,2280.15,2276.05,948177,21354.94
6/18/2014,2293,2293,2221.3,2221.3,2227.05,974412,21846
6/17/2014,2284.9,2297,2271,2275,2279.85,959072,21899.17
6/16/2014,2210,2276.95,2210,2270,2269.75,1219953,27588.1
6/13/2014,2238,2239,2185.05,2220,2213.55,952011,21001.51
6/12/2014,2249,2254,2183.8,2238.1,2237.35,1367169,30391.48
6/11/2014,2165,2214,2138.2,2204.2,2206.95,1772281,38767.93
6/10/2014,2115,2160.95,2115,2155.55,2158.15,1314034,28164.77
6/9/2014,2087,2118,2080,2114.95,2113.8,1333098,28119.54
6/6/2014,2100.15,2107.8,2056,2085,2084.25,1680793,34884.15
6/5/2014,2083.1,2116.4,2068,2100.15,2104.15,2174235,45498.95
6/4/2014,2130,2134.9,2077,2088,2089.25,1070531,22367.13
6/3/2014,2129.85,2138,2105.2,2129.95,2128.6,1242314,26441.25
6/2/2014,2144,2157.75,2116.05,2133.85,2129.85,547579,11650.89
5/30/2014,2158.8,2167,2130.15,2144.75,2141.35,1292824,27681.39
5/29/2014,2145,2180,2135.2,2163.85,2159.95,1410355,30424.25
5/28/2014,2140,2158.75,2122.45,2152,2150.55,943744,20259.39
5/27/2014,2160.15,2184.6,2118,2132,2131.45,897547,19235.39
5/26/2014,2149,2169.6,2133.6,2155.05,2154,1325425,28511.63
5/23/2014,2119,2149,2096,2129.85,2127.9,1547390,32901.39
5/22/2014,2096.75,2124,2075.1,2108,2111.95,2108421,44450.7
5/21/2014,2061.2,2089,2055.8,2083,2082.85,2058473,42722.02
5/20/2014,2028,2160,2028,2062,2068.2,2351057,48641.14
5/19/2014,2150,2160,1999.5,2026,2036.7,3258303,66340.51
5/16/2014,2200.05,2253.4,2100.25,2160,2160.75,2620899,57209.86
5/15/2014,2216.1,2225,2171.15,2196.75,2193.15,1260098,27608.69
5/14/2014,2214.4,2237.7,2201.1,2217.5,2216.1,694614,15410.7
5/13/2014,2165.8,2239,2165.8,2209,2210.95,1273742,28043.56
5/12/2014,2153,2166.7,2123.15,2164.85,2159.35,1443032,30988.63
5/9/2014,2152,2184.7,2152,2162,2159.9,899720,19534.98
5/8/2014,2165.1,2181.8,2147.65,2155,2162.05,1303450,28164.12
5/7/2014,2191.05,2203,2140.1,2165,2165.55,2358091,51068.96
5/6/2014,2213.7,2221.6,2190,2199.5,2198.9,480616,10564.78
5/5/2014,2210.8,2229,2204.15,2209.6,2213.7,657239,14594.89
5/2/2014,2181.25,2219.9,2181.25,2208.45,2208.45,958889,21166.25
4/30/2014,2185.1,2205.6,2181,2191,2189.2,1198689,26258
4/29/2014,2186,2206.35,2176.9,2195,2194.25,923090,20262.4
4/28/2014,2205.25,2222.7,2180.1,2186.65,2191.35,1275383,28000.13
4/25/2014,2227,2235,2193.2,2203.85,2205.25,1580224,34823
4/23/2014,2231.4,2243.9,2201.1,2210,2213.75,969496,21501.41
4/22/2014,2233.95,2249.9,2219.9,2222.4,2221.05,743137,16552.05
4/21/2014,2220,2242.9,2211.3,2219.95,2221.75,921297,20487.99
4/17/2014,2220,2227,2142.7,2223.4,2222.9,3840719,84666.65
4/16/2014,2264,2264,2184.2,2187.95,2196.3,1737955,38383.84
4/15/2014,2181,2258,2174.05,2254.5,2252.75,1798622,39935.02
4/11/2014,2118,2174.9,2100,2161.5,2164.1,1170371,24979.23
4/10/2014,2140.4,2148.65,2115.2,2125,2126.15,1076443,22918.03
4/9/2014,2152,2162,2105,2135,2140.4,1675250,35632.51
4/7/2014,2130.1,2165.95,2120.7,2159.75,2153.8,1297493,27789.26
4/4/2014,2172,2187,2130,2138,2138.85,847328,18273.57
4/3/2014,2172.85,2182,2147.6,2170,2166.5,790597,17094.72
4/2/2014,2190,2202,2161.05,2164.95,2172.25,1881508,41100.02
4/1/2014,2145,2185,2144.9,2175.4,2176.7,1377966,29939.67
